product_id,customer_id,store_id,month_of_year,store_sales
4,1328,17,1,10.92
4,1660,13,10,7.28
4,1994,15,9,18.2
4,2019,16,12,10.92
4,2065,17,11,10.92
4,2251,13,4,7.28
4,2441,17,8,14.56
4,2550,24,11,14.56
4,2648,24,12,7.28
4,2791,11,8,10.92
4,3283,15,6,7.28
4,3389,7,11,7.28
4,3449,6,1,14.56
4,3633,15,8,10.92
4,4117,2,11,7.28
4,4257,3,6,10.92
4,4282,15,10,7.28
4,4498,17,11,7.28
4,4711,3,10,14.56
4,4850,15,5,14.56
4,4925,16,8,7.28
4,4928,13,3,10.92
4,5183,6,4,10.92
4,6113,16,5,10.92
4,6713,13,7,10.92
4,6739,24,6,14.56
4,6866,17,1,10.92
4,7175,7,1,10.92
4,7185,11,6,7.28
4,7212,24,1,7.28
4,7355,13,2,7.28
4,7363,6,1,7.28
4,7370,23,1,10.92
4,7370,23,2,14.56
4,7477,6,7,7.28
4,7556,17,7,10.92
4,7813,17,5,10.92
4,7920,17,1,7.28
4,8098,13,2,7.28
4,8281,17,7,14.56
4,8485,15,12,10.92
4,8840,17,5,7.28
4,8862,11,7,10.92
4,9667,23,10,7.28
4,9748,24,4,10.92
4,10034,15,2,10.92
4,10067,7,4,10.92
5,186,24,9,6.57
5,269,14,6,4.38
5,475,7,11,8.76
5,1584,7,8,4.38
5,2850,3,4,10.95
5,3462,6,4,6.57
5,3921,23,7,8.76
5,4094,16,9,6.57
5,4292,7,2,8.76
5,4499,13,9,4.38
5,5001,6,10,10.95
5,5183,7,3,4.38
5,5204,23,9,6.57
5,5451,11,8,6.57
5,5542,16,7,4.38
5,5623,7,6,6.57
5,5746,15,6,6.57
5,5790,17,7,8.76
5,5842,24,9,8.76
5,6012,13,12,6.57
5,6570,11,5,8.76
5,6760,17,2,6.57
5,6760,17,10,6.57
5,6775,15,11,10.95
5,6835,16,11,4.38
5,6930,24,4,4.38
5,7192,2,3,4.38
5,7291,11,8,6.57
5,7695,6,12,8.76
5,7822,3,2,8.76
5,8172,17,6,4.38
5,8242,17,6,4.38
5,8306,24,9,6.57
5,8311,23,4,6.57
5,8473,13,1,6.57
5,8511,16,6,6.57
5,9256,13,7,6.57
5,9307,11,7,6.57
5,9745,17,2,4.38
5,9747,13,9,4.38
5,9781,3,5,8.76
5,10068,23,5,4.38
5,10173,16,10,8.76
5,10274,7,5,4.38
6,177,13,9,2.3
6,188,13,11,3.45
6,216,17,9,3.45
6,261,24,8,3.45
6,302,15,3,2.3
6,398,13,9,4.6
6,477,15,9,2.3
6,1005,3,2,3.45
6,1216,17,8,4.6
6,1446,24,6,3.45
6,1890,24,11,4.6
6,2019,16,4,4.6
6,2211,17,7,5.75
6,2673,11,1,3.45
6,2674,11,1,2.3
6,2839,15,6,2.3
6,2996,13,7,3.45
6,3139,24,8,2.3
6,3357,24,9,3.45
6,3706,13,3,3.45
6,3936,6,4,3.45
6,4021,16,12,3.45
6,4078,3,2,3.45
6,4461,11,4,2.3
6,4525,6,11,5.75
6,4824,3,6,3.45
6,4925,16,6,4.6
6,5256,17,11,3.45
6,5295,16,8,3.45
6,5433,13,1,2.3
6,5479,14,8,1.15
6,5633,13,12,2.3
6,6001,17,4,2.3
6,6208,17,3,3.45
6,6261,6,8,3.45
6,6372,17,9,2.3
6,6486,13,12,4.6
6,6541,23,12,3.45
6,6589,17,3,3.45
6,6940,7,9,4.6
6,6995,11,11,2.3
6,7141,17,12,3.45
6,7655,17,6,4.6
6,7831,17,8,4.6
6,7853,15,5,4.6
6,7859,7,12,4.6
6,8055,14,8,2.3
6,8291,13,7,2.3
6,8311,23,6,3.45
6,8311,23,4,4.6
6,8427,16,12,4.6
6,8473,13,1,3.45
6,8768,11,11,4.6
6,8897,11,2,3.45
6,9331,11,4,4.6
6,9396,13,3,4.6
6,9867,13,11,3.45
6,9951,3,5,3.45
7,467,13,3,5.22
7,1112,24,1,10.44
7,1267,13,7,7.83
7,1430,3,2,10.44
7,1445,15,11,5.22
7,2431,3,11,5.22
7,2594,17,11,5.22
7,2610,7,11,7.83
7,2673,11,5,10.44
7,2756,3,3,7.83
7,2773,11,4,5.22
7,3075,23,5,5.22
7,3316,6,11,10.44
7,3497,17,11,7.83
7,3796,11,11,7.83
7,3840,15,3,7.83
7,4261,13,6,5.22
7,4283,15,2,7.83
7,4340,17,6,7.83
7,4401,11,7,5.22
7,4767,16,2,7.83
7,4767,16,4,10.44
7,5158,3,5,10.44
7,5168,6,12,10.44
7,5222,7,4,7.83
7,5302,11,8,5.22
7,5590,17,4,10.44
7,5681,11,12,5.22
7,5923,23,12,10.44
7,6114,16,1,10.44
7,6306,13,1,5.22
7,6367,3,12,7.83
7,6372,17,8,10.44
7,6421,7,5,7.83
7,6423,17,8,5.22
7,6465,6,3,5.22
7,6574,13,9,7.83
7,6712,16,9,7.83
7,6912,16,4,10.44
7,7065,17,10,5.22
7,7357,24,4,5.22
7,7493,24,1,10.44
7,7591,15,9,10.44
7,7607,17,1,10.44
7,7702,16,4,7.83
7,7714,7,2,10.44
7,7981,14,12,5.22
7,8274,13,2,10.44
7,8284,22,11,5.22
7,8912,7,6,7.83
7,9169,23,11,5.22
7,9263,16,7,10.44
7,9418,24,3,10.44
7,9555,17,12,7.83
7,9698,23,8,5.22
7,9814,6,7,10.44
7,9825,13,12,7.83
7,9871,13,8,5.22
7,10065,6,10,5.22
7,10101,7,6,10.44
8,125,6,4,7.77
8,467,13,7,5.18
8,598,6,4,5.18
8,663,16,3,5.18
8,992,7,12,10.36
8,1076,2,11,5.18
8,1124,3,11,7.77
8,1470,17,12,7.77
8,1470,17,6,7.77
8,1610,3,7,7.77
8,1720,16,1,12.95
8,1825,23,2,10.36
8,2548,13,6,7.77
8,2556,3,2,10.36
8,2640,6,2,10.36
8,2689,3,11,5.18
8,3046,13,9,5.18
8,3434,24,7,15.54
8,3647,13,9,10.36
8,3725,23,4,5.18
8,3840,15,8,7.77
8,4261,13,8,5.18
8,4411,2,11,2.59
8,4680,6,12,7.77
8,4704,6,6,12.95
8,4886,24,1,7.77
8,5120,7,2,10.36
8,5153,11,9,7.77
8,5153,11,11,10.36
8,5206,13,12,7.77
8,5298,7,12,7.77
8,5419,17,10,10.36
8,5473,24,8,7.77
8,5685,13,4,7.77
8,5809,13,5,7.77
8,5906,15,1,10.36
8,6324,23,1,10.36
8,6376,6,5,15.54
8,6547,15,1,7.77
8,6788,7,5,7.77
8,6919,11,8,7.77
8,6967,24,1,5.18
8,7003,15,9,5.18
8,7234,16,6,7.77
8,7269,13,7,10.36
8,7348,11,12,7.77
8,7510,15,5,7.77
8,7577,7,9,10.36
8,7871,6,9,10.36
8,8171,24,11,10.36
8,8472,17,6,10.36
8,8511,16,7,10.36
8,8511,16,4,5.18
8,8550,11,3,5.18
8,9115,11,6,10.36
8,9297,13,11,7.77
8,9487,17,8,7.77
8,9500,6,11,7.77
8,9712,6,2,7.77
8,10007,7,11,7.77
9,278,15,5,7.26
9,619,13,12,7.26
9,1281,3,8,4.84
9,1316,7,8,7.26
9,1508,22,12,4.84
9,1528,16,7,4.84
9,1819,7,8,7.26
9,1850,16,10,7.26
9,2001,6,6,9.68
9,2428,24,7,4.84
9,2444,13,2,7.26
9,2466,24,9,4.84
9,2672,24,7,7.26
9,2678,3,8,4.84
9,3199,24,7,9.68
9,3240,7,1,4.84
9,3442,3,8,9.68
9,3719,23,6,7.26
9,3993,24,11,4.84
9,4155,7,5,7.26
9,4342,13,9,7.26
9,4535,15,12,4.84
9,4644,11,4,7.26
9,4691,17,11,4.84
9,4727,16,2,9.68
9,4906,11,11,7.26
9,5037,24,1,4.84
9,6695,2,6,4.84
9,6741,24,5,9.68
9,7059,17,4,7.26
9,7384,3,7,12.1
9,7486,3,4,7.26
9,7713,17,5,9.68
9,7731,7,12,4.84
9,7822,3,3,7.26
9,7910,15,8,7.26
9,7920,17,2,7.26
9,8141,22,10,2.42
9,8252,13,1,7.26
9,8452,16,6,9.68
9,8906,11,4,4.84
9,9133,24,8,9.68
9,9194,17,1,12.1
9,9715,17,9,7.26
9,10145,13,7,4.84
10,467,13,9,5.68
10,863,17,3,4.26
10,1197,23,12,5.68
10,1304,13,11,4.26
10,1361,24,7,5.68
10,1366,13,11,2.84
10,1821,13,12,5.68
10,2019,16,1,2.84
10,2052,13,3,5.68
10,2211,17,2,7.1
10,2381,6,4,4.26
10,2570,16,7,5.68
10,2763,15,5,5.68
10,2777,13,6,2.84
10,2942,17,4,4.26
10,2942,17,10,4.26
10,3130,13,7,4.26
10,3142,14,9,2.84
10,3418,3,3,5.68
10,3460,11,9,4.26
10,4273,11,4,2.84
10,4351,23,11,5.68
10,4391,16,5,4.26
10,4398,7,9,7.1
10,4465,13,5,4.26
10,4727,16,11,4.26
10,5019,23,11,4.26
10,5249,7,1,5.68
10,5380,6,4,4.26
10,5423,11,5,5.68
10,5471,6,11,5.68
10,6367,3,9,4.26
10,6710,13,11,4.26
10,6718,6,10,5.68
10,7178,24,2,2.84
10,7190,23,4,2.84
10,7573,3,9,2.84
10,7801,7,1,2.84
10,7963,11,11,4.26
10,8060,22,12,1.42
10,8181,17,5,2.84
10,8298,13,3,2.84
10,8647,3,8,2.84
10,8668,13,5,5.68
10,9170,7,1,2.84
10,9234,24,11,4.26
10,9271,17,8,4.26
10,9306,24,2,2.84
10,9499,7,12,5.68
10,9511,24,10,2.84
10,9534,17,5,4.26
10,9619,11,11,4.26
10,10233,24,1,5.68
11,177,13,2,7.02
11,179,6,7,7.02
11,251,24,4,7.02
11,285,7,6,14.04
11,288,6,10,17.55
11,336,6,4,7.02
11,360,24,1,14.04
11,430,16,5,14.04
11,511,16,12,10.53
11,588,23,12,14.04
11,612,22,8,7.02
11,921,23,6,7.02
11,1145,17,9,10.53
11,1266,13,10,10.53
11,1676,3,10,17.55
11,1813,17,3,14.04
11,1896,22,11,7.02
11,1953,7,12,14.04
11,2110,11,11,14.04
11,2147,13,1,10.53
11,2195,6,12,7.02
11,2277,6,6,10.53
11,2327,13,1,17.55
11,2556,3,12,10.53
11,2558,7,5,14.04
11,2942,17,11,10.53
11,3115,7,11,14.04
11,3130,13,12,10.53
11,3153,13,1,10.53
11,3236,15,4,10.53
11,3305,13,5,14.04
11,3422,23,10,10.53
11,3427,24,5,17.55
11,3441,3,3,7.02
11,3484,14,7,7.02
11,3509,24,6,7.02
11,3726,6,5,14.04
11,3925,11,1,14.04
11,4029,17,12,14.04
11,5001,7,10,14.04
11,5001,6,10,14.04
11,5079,6,2,17.55
11,5215,14,10,7.02
11,5295,16,10,10.53
11,5768,3,10,14.04
11,6098,3,10,10.53
11,6114,16,9,10.53
11,6155,15,3,10.53
11,6484,22,12,7.02
11,6888,23,11,10.53
11,7032,2,12,7.02
11,7101,15,9,7.02
11,7204,11,12,14.04
11,7247,24,5,14.04
11,7282,17,12,14.04
11,7354,3,10,10.53
11,7502,16,4,14.04
11,7801,7,3,10.53
11,8054,15,1,10.53
11,8619,13,8,7.02
11,8814,13,4,14.04
11,8937,7,11,14.04
11,8946,23,4,14.04
11,9065,13,3,14.04
11,9111,17,8,10.53
11,9161,24,2,10.53
11,9263,16,4,10.53
11,9324,3,8,7.02
11,9401,13,2,10.53
11,9418,24,3,10.53
11,9699,15,9,17.55
11,9851,3,8,7.02
11,9980,6,12,14.04
12,644,13,10,6.16
12,647,3,4,4.62
12,647,3,12,3.08
12,652,6,3,3.08
12,663,16,4,4.62
12,863,17,11,6.16
12,950,13,6,4.62
12,1004,17,10,6.16
12,1185,17,6,6.16
12,1203,7,6,4.62
12,1205,15,2,6.16
12,1267,13,8,7.7
12,1276,24,1,7.7
12,1994,15,9,6.16
12,2077,23,8,6.16
12,2129,7,8,4.62
12,2147,13,1,6.16
12,2390,17,1,4.62
12,2421,7,11,4.62
12,2612,24,7,3.08
12,2738,15,4,4.62
12,3065,3,3,3.08
12,3113,13,3,4.62
12,3291,6,3,6.16
12,3463,13,3,3.08
12,3550,11,12,3.08
12,3640,24,6,3.08
12,3816,3,6,3.08
12,4082,24,10,4.62
12,4372,13,10,3.08
12,4479,7,3,6.16
12,4659,13,3,4.62
12,4736,13,8,6.16
12,4910,24,12,4.62
12,5118,11,9,4.62
12,5245,11,11,6.16
12,5738,3,4,4.62
12,5895,17,3,3.08
12,6299,7,7,4.62
12,6332,6,9,6.16
12,6764,7,7,6.16
12,7005,15,11,6.16
12,7051,16,4,4.62
12,7265,24,11,7.7
12,7266,24,4,6.16
12,7368,11,1,4.62
12,7579,15,10,4.62
12,7775,6,8,4.62
12,8511,16,1,4.62
12,8577,23,1,4.62
12,8687,23,5,3.08
12,8841,13,11,4.62
12,8887,17,6,7.7
12,9101,7,3,3.08
12,9167,11,12,6.16
12,9176,23,5,6.16
12,9271,17,5,4.62
12,9448,13,9,4.62
12,9581,24,5,6.16
12,9797,16,9,3.08
13,28,15,1,10.6
13,293,22,4,5.3
13,341,17,3,7.95
13,571,3,9,10.6
13,813,11,3,7.95
13,817,17,10,5.3
13,819,13,3,7.95
13,975,7,2,7.95
13,994,13,10,10.6
13,1187,13,1,7.95
13,1216,17,1,5.3
13,1341,3,11,5.3
13,1451,3,3,10.6
13,1598,3,11,7.95
13,1647,7,11,5.3
13,2211,17,6,10.6
13,2610,7,6,10.6
13,2817,7,12,5.3
13,2942,17,11,7.95
13,3258,7,8,5.3
13,3291,7,3,5.3
13,3316,7,8,7.95
13,3320,24,8,5.3
13,3448,3,3,13.25
13,3448,3,4,10.6
13,3463,13,7,5.3
13,3539,17,8,7.95
13,3819,23,11,7.95
13,4301,11,6,7.95
13,4536,13,1,10.6
13,4589,13,9,7.95
13,4776,6,5,7.95
13,5063,3,3,10.6
13,5174,16,4,10.6
13,5592,16,10,7.95
13,5956,22,10,2.65
13,6324,23,2,10.6
13,6710,13,7,7.95
13,6751,22,12,7.95
13,7072,16,6,7.95
13,7250,13,11,10.6
13,7262,13,11,7.95
13,7302,14,10,5.3
13,7341,24,1,5.3
13,7434,11,12,5.3
13,7535,7,1,5.3
13,7743,3,1,5.3
13,7813,17,10,10.6
13,8165,15,6,7.95
13,8207,13,6,7.95
13,8289,17,9,7.95
13,8841,13,6,7.95
13,8976,13,4,5.3
13,9618,2,3,2.65
13,9747,13,12,5.3
14,834,24,9,5.79
14,1319,11,2,3.86
14,1511,11,5,9.65
14,1527,24,12,7.72
14,1653,7,4,3.86
14,1759,7,7,3.86
14,1970,3,6,5.79
14,3473,15,7,5.79
14,3580,6,11,5.79
14,4000,15,9,3.86
14,4088,24,12,5.79
14,4122,15,4,5.79
14,4466,13,9,7.72
14,4490,13,12,7.72
14,4543,13,7,3.86
14,4564,17,10,5.79
14,4727,16,1,5.79
14,4810,23,6,3.86
14,4867,24,3,7.72
14,4939,2,10,1.93
14,5038,17,7,5.79
14,5436,7,6,5.79
14,5590,17,1,3.86
14,5742,16,5,5.79
14,5923,23,5,7.72
14,6220,24,2,3.86
14,6434,14,6,1.93
14,6739,24,4,5.79
14,6799,17,7,3.86
14,6904,13,1,5.79
14,7100,17,4,5.79
14,7813,17,12,3.86
14,7843,2,10,5.79
14,8452,16,1,7.72
14,9144,13,6,5.79
14,9160,6,4,5.79
14,9276,7,2,5.79
14,9276,7,6,5.79
14,9337,15,3,9.65
14,9364,15,4,7.72
14,9471,7,3,3.86
14,9510,16,10,7.72
14,9858,24,3,3.86
14,10053,6,4,7.72
15,341,17,5,4.58
15,739,23,12,6.87
15,997,3,6,9.16
15,1387,11,1,9.16
15,1758,3,1,4.58
15,1771,2,1,4.58
15,1813,17,11,6.87
15,2067,17,3,4.58
15,2086,13,6,4.58
15,2168,24,4,11.45
15,2180,2,9,6.87
15,2197,11,11,9.16
15,2556,3,5,6.87
15,3000,17,4,6.87
15,3000,17,1,4.58
15,3199,24,9,4.58
15,3538,11,3,4.58
15,3691,17,10,6.87
15,3847,11,5,4.58
15,4868,16,8,6.87
15,5001,6,12,6.87
15,5410,17,4,6.87
15,5542,16,5,6.87
15,5560,13,7,6.87
15,5674,6,6,9.16
15,5945,7,7,6.87
15,6056,15,5,9.16
15,6307,16,2,9.16
15,6433,15,5,9.16
15,6531,13,5,9.16
15,6574,13,9,6.87
15,6712,16,11,6.87
15,6792,13,4,6.87
15,6866,17,11,6.87
15,7469,7,10,9.16
15,7526,17,3,6.87
15,7695,6,12,6.87
15,7913,17,2,6.87
15,8009,15,7,4.58
15,8310,13,1,6.87
15,8356,15,6,9.16
15,9504,13,2,6.87
15,9694,7,11,6.87
15,9823,13,7,9.16
15,9866,3,7,4.58
15,10079,24,2,4.58
16,118,3,4,11.49
16,121,6,10,15.32
16,190,13,3,7.66
16,466,7,11,7.66
16,530,24,11,15.32
16,760,3,12,11.49
16,813,11,12,15.32
16,1141,11,4,7.66
16,1297,16,9,15.32
16,1632,7,1,11.49
16,2006,11,3,11.49
16,3020,13,12,15.32
16,3215,15,8,11.49
16,3821,15,1,15.32
16,3826,16,12,11.49
16,4369,15,11,15.32
16,4373,11,3,11.49
16,4727,16,6,11.49
16,4810,23,12,15.32
16,5000,11,5,7.66
16,5560,13,5,11.49
16,5592,16,1,11.49
16,5714,7,2,15.32
16,5962,17,11,19.15
16,6348,16,1,7.66
16,6802,6,2,11.49
16,7133,22,3,3.83
16,7502,16,12,15.32
16,7521,13,3,11.49
16,7573,3,2,7.66
16,7841,6,9,15.32
16,8033,24,10,11.49
16,8220,24,1,11.49
16,8310,13,6,11.49
16,8454,17,6,15.32
16,8668,13,9,11.49
16,8872,24,11,15.32
16,9064,17,7,11.49
16,9315,7,8,11.49
16,9556,15,9,15.32
16,10225,23,10,15.32
17,158,17,9,5.98
17,723,6,9,8.97
17,763,6,1,11.96
17,1185,17,1,8.97
17,1253,13,3,8.97
17,1389,6,12,8.97
17,1567,16,1,8.97
17,1607,17,11,8.97
17,1611,13,8,8.97
17,2151,13,9,5.98
17,2165,24,9,8.97
17,2448,16,9,8.97
17,2460,24,8,11.96
17,2571,6,9,5.98
17,3020,13,1,11.96
17,3742,11,5,5.98
17,3976,17,3,8.97
17,4021,16,5,11.96
17,4075,3,3,11.96
17,4161,7,12,8.97
17,4181,24,8,5.98
17,4397,16,11,11.96
17,5019,23,1,11.96
17,5040,15,7,5.98
17,5158,3,3,8.97
17,5293,7,7,8.97
17,5293,7,11,8.97
17,5883,24,12,11.96
17,6049,15,10,11.96
17,6132,3,5,5.98
17,6134,15,3,11.96
17,6207,7,8,8.97
17,6683,17,9,5.98
17,6835,16,5,11.96
17,6988,7,2,14.95
17,7067,13,6,8.97
17,7120,15,12,8.97
17,7355,13,12,11.96
17,7459,7,11,5.98
17,7678,23,8,5.98
17,7831,17,4,11.96
17,7933,14,12,5.98
17,8073,24,1,5.98
17,8301,24,2,11.96
17,8373,13,3,11.96
17,8467,13,9,14.95
17,8511,16,11,8.97
17,8570,11,11,5.98
17,8629,24,5,8.97
17,8746,23,9,8.97
17,8960,3,1,8.97
17,9111,17,1,8.97
17,9318,16,6,8.97
17,9760,13,9,8.97
17,9937,17,7,5.98
17,10273,17,9,11.96
18,265,11,9,8.01
18,294,24,9,5.34
18,392,13,5,5.34
18,1186,7,5,8.01
18,1285,15,11,10.68
18,1491,16,8,10.68
18,1920,6,9,10.68
18,1999,11,5,5.34
18,2077,23,12,10.68
18,2663,16,11,8.01
18,2689,3,11,5.34
18,2772,24,11,10.68
18,2900,7,6,8.01
18,3113,13,6,8.01
18,3305,13,11,8.01
18,4261,13,7,5.34
18,4431,13,4,5.34
18,4547,13,2,8.01
18,4875,13,3,5.34
18,5346,3,6,10.68
18,5387,7,7,8.01
18,5461,22,11,2.67
18,5598,24,11,8.01
18,5646,14,9,2.67
18,5707,23,4,8.01
18,5734,13,3,5.34
18,5829,22,12,5.34
18,5873,2,3,2.67
18,6047,17,11,8.01
18,6506,6,10,10.68
18,6531,13,5,5.34
18,6630,24,8,5.34
18,6670,7,2,5.34
18,6698,13,3,8.01
18,6866,17,11,5.34
18,7051,16,4,8.01
18,7283,13,1,8.01
18,7290,24,11,10.68
18,8171,24,1,5.34
18,8257,24,4,10.68
18,8347,24,8,8.01
18,9604,24,8,10.68
18,9671,13,1,5.34
18,9826,13,4,10.68
18,9846,24,1,10.68
18,10034,15,2,8.01
19,490,11,5,12.76
19,705,6,7,15.95
19,819,13,12,6.38
19,905,3,12,12.76
19,1007,11,1,9.57
19,1053,13,9,6.38
19,1224,24,11,12.76
19,1531,6,9,9.57
19,1613,7,9,6.38
19,1755,24,2,9.57
19,2147,13,4,9.57
19,2548,13,7,9.57
19,2556,3,2,6.38
19,2570,16,6,12.76
19,2690,3,2,9.57
19,2808,13,7,9.57
19,2850,3,9,9.57
19,3253,13,10,12.76
19,3334,17,5,12.76
19,3524,13,8,6.38
19,3719,23,7,6.38
19,3977,13,6,12.76
19,4021,16,5,9.57
19,4220,11,11,9.57
19,4342,13,7,12.76
19,4507,13,10,12.76
19,5067,17,10,6.38
19,5070,13,5,12.76
19,5353,23,1,6.38
19,5444,15,3,9.57
19,5610,13,9,9.57
19,5717,7,8,12.76
19,5731,6,12,12.76
19,5862,2,12,6.38
19,6256,7,12,9.57
19,6799,17,3,9.57
19,7117,15,6,9.57
19,7181,7,12,9.57
19,7241,17,4,6.38
19,7276,23,3,6.38
19,7453,24,9,12.76
19,7478,6,1,9.57
19,7502,16,8,12.76
19,7571,6,12,6.38
19,7818,11,6,9.57
19,7909,3,9,12.76
19,8003,3,4,6.38
19,8096,6,8,9.57
19,8218,22,10,6.38
19,8351,16,6,12.76
19,8452,16,11,15.95
19,8505,7,11,9.57
19,9124,24,8,12.76
19,9397,11,11,12.76
19,9431,7,12,12.76
19,9815,16,12,6.38
20,99,3,6,11.12
20,133,6,11,8.34
20,373,13,6,5.56
20,625,13,12,5.56
20,751,6,6,11.12
20,1168,17,7,11.12
20,1310,16,10,8.34
20,1339,13,8,11.12
20,1538,6,10,5.56
20,1545,15,9,8.34
20,1720,16,1,11.12
20,1922,15,5,8.34
20,2245,11,10,11.12
20,2431,3,11,8.34
20,2909,15,10,11.12
20,2918,17,8,8.34
20,3161,13,2,13.9
20,3386,24,7,8.34
20,3418,3,9,5.56
20,3804,24,7,5.56
20,4273,11,8,5.56
20,4445,17,3,8.34
20,4609,23,4,11.12
20,5374,16,11,5.56
20,5592,16,6,8.34
20,5913,7,5,11.12
20,5992,15,7,11.12
20,6153,16,3,13.9
20,6301,15,8,11.12
20,6389,24,9,11.12
20,6526,13,3,11.12
20,6941,15,11,5.56
20,6997,13,8,5.56
20,7220,3,3,8.34
20,7297,11,6,13.9
20,7314,14,1,5.56
20,7386,6,6,5.56
20,7534,13,10,8.34
20,7750,15,3,11.12
20,7822,3,10,8.34
20,7920,17,9,11.12
20,8171,24,8,5.56
20,8283,17,7,8.34
20,8291,13,9,5.56
20,8633,24,8,5.56
20,9134,23,4,5.56
20,9817,14,10,2.78
20,9920,15,8,8.34
20,10161,6,4,8.34
21,190,13,3,6.99
21,545,13,10,9.32
21,625,13,10,4.66
21,878,3,6,6.99
21,893,13,9,6.99
21,930,17,6,6.99
21,936,24,6,6.99
21,1310,16,8,6.99
21,1339,13,4,6.99
21,1352,17,12,11.65
21,1528,16,9,9.32
21,1724,6,10,6.99
21,1795,24,12,9.32
21,1811,11,12,6.99
21,1832,23,11,9.32
21,1979,3,10,6.99
21,2011,23,12,11.65
21,2043,24,5,6.99
21,2147,13,1,6.99
21,2241,7,11,9.32
21,2246,13,8,9.32
21,2293,7,12,4.66
21,2327,13,6,4.66
21,2378,16,11,6.99
21,2553,16,6,9.32
21,2556,3,12,6.99
21,2740,11,1,6.99
21,2896,3,9,6.99
21,2993,24,3,9.32
21,3004,7,7,6.99
21,3012,24,2,9.32
21,3288,3,11,6.99
21,3693,3,11,4.66
21,3923,15,3,4.66
21,3925,11,3,9.32
21,4228,15,8,6.99
21,4234,3,3,6.99
21,4241,14,5,2.33
21,4693,3,8,9.32
21,4727,16,7,9.32
21,4928,13,3,6.99
21,5013,7,2,6.99
21,5047,11,6,6.99
21,5158,3,3,6.99
21,5355,15,2,9.32
21,5419,17,9,4.66
21,5419,17,10,6.99
21,5501,17,1,9.32
21,5616,17,4,4.66
21,5626,6,12,6.99
21,5745,15,3,9.32
21,5869,13,8,4.66
